Areaname,Area,Areatype,Stfips,Maparea,Stateabbrv,Periodyear,Periodtype,Period,Timeperiod,Adjusted,Laborforce,Emplab,Unemp,Unemprate,Clfprate,Emppopratio,Fullperiod,Sortperiod,Rank,Preliminary,prelim
"Gettysburg, PA MSA",23900,31,42,4231023900,PA,2020,3,11,"November, 2020",1,54300,51700,2500,4.6,,,20200311,3202011,1217,No,0
"Harrisburg-Carlisle, PA MSA",25420,31,42,4231025420,PA,2020,3,11,"November, 2020",1,300300,283100,17100,5.7,,,20200311,3202011,1218,No,0
"Johnstown, PA MSA",27780,31,42,4231027780,PA,2020,3,11,"November, 2020",1,55300,51300,4000,7.2,,,20200311,3202011,1219,No,0
"Lancaster, PA MSA",29540,31,42,4231029540,PA,2020,3,11,"November, 2020",1,280300,265900,14400,5.1,,,20200311,3202011,1220,No,0
"Lebanon, PA MSA",30140,31,42,4231030140,PA,2020,3,11,"November, 2020",1,71500,67200,4300,6,,,20200311,3202011,1221,No,0
"Montgomery-Bucks-Chester, PA Metro Division",33874,31,42,4231033874,PA,2020,3,11,"November, 2020",1,1051300,994200,57100,5.4,,,20200311,3202011,1222,No,0
"Philadelphia, PA Metro Division",37964,31,42,4231037964,PA,2020,3,11,"November, 2020",1,987200,892600,94600,9.6,,,20200311,3202011,1223,No,0
"Philadelphia, PA MSA - PA Part",37965,31,42,4231037965,PA,2020,3,11,"November, 2020",1,2049500,1896200,153300,7.5,,,20200311,3202011,1224,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37980,31,42,4231037980,PA,2020,3,11,"November, 2020",1,3078700,2843100,235600,7.7,,,20200311,3202011,1225,No,0
"Pittsburgh, PA MSA",38300,31,42,4231038300,PA,2020,3,11,"November, 2020",1,1169700,1086200,83500,7.1,,,20200311,3202011,1226,No,0
"Reading, PA MSA",39740,31,42,4231039740,PA,2020,3,11,"November, 2020",1,207400,193000,14400,7,,,20200311,3202011,1227,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",42540,31,42,4231042540,PA,2020,3,11,"November, 2020",1,270500,249200,21300,7.9,,,20200311,3202011,1228,No,0
"State College, PA MSA",44300,31,42,4231044300,PA,2020,3,11,"November, 2020",1,73800,70500,3300,4.5,,,20200311,3202011,1229,No,0
"Williamsport, PA MSA",48700,31,42,4231048700,PA,2020,3,11,"November, 2020",1,55300,51500,3800,6.9,,,20200311,3202011,1230,No,0
"York-Hanover, PA MSA",49620,31,42,4231049620,PA,2020,3,11,"November, 2020",1,231500,218600,13000,5.6,,,20200311,3202011,1231,No,0
United States,0,0,0,0,US,2020,3,12,"December, 2020",1,160567000,149830000,10736000,6.7,61.5,57.4,20200312,3202012,1232,No,0
Pennsylvania,0,1,42,4201000000,PA,2020,3,12,"December, 2020",1,6310000,5862000,448000,7.1,61.4,57,20200312,3202012,1233,No,0
Adams County,1,4,42,4204000001,PA,2020,3,12,"December, 2020",1,54500,52000,2500,4.5,,,20200312,3202012,1234,No,0
Allegheny County,3,4,42,4204000003,PA,2020,3,12,"December, 2020",1,623800,579000,44800,7.2,,,20200312,3202012,1235,No,0
Armstrong County,5,4,42,4204000005,PA,2020,3,12,"December, 2020",1,30800,28400,2400,7.7,,,20200312,3202012,1236,No,0
Beaver County,7,4,42,4204000007,PA,2020,3,12,"December, 2020",1,81300,74500,6800,8.4,,,20200312,3202012,1237,No,0
Bedford County,9,4,42,4204000009,PA,2020,3,12,"December, 2020",1,23200,21700,1500,6.5,,,20200312,3202012,1238,No,0
Berks County,11,4,42,4204000011,PA,2020,3,12,"December, 2020",1,206400,192500,13900,6.7,,,20200312,3202012,1239,No,0
Blair County,13,4,42,4204000013,PA,2020,3,12,"December, 2020",1,58800,55200,3600,6.1,,,20200312,3202012,1240,No,0
Bradford County,15,4,42,4204000015,PA,2020,3,12,"December, 2020",1,28100,26500,1700,6,,,20200312,3202012,1241,No,0
Bucks County,17,4,42,4204000017,PA,2020,3,12,"December, 2020",1,332000,311900,20100,6.1,,,20200312,3202012,1242,No,0
Butler County,19,4,42,4204000019,PA,2020,3,12,"December, 2020",1,96000,90000,6100,6.3,,,20200312,3202012,1243,No,0
Cambria County,21,4,42,4204000021,PA,2020,3,12,"December, 2020",1,55100,51200,3900,7.1,,,20200312,3202012,1244,No,0
Cameron County,23,4,42,4204000023,PA,2020,3,12,"December, 2020",1,2100,1900,200,8.1,,,20200312,3202012,1245,No,0
Carbon County,25,4,42,4204000025,PA,2020,3,12,"December, 2020",1,31400,29100,2300,7.4,,,20200312,3202012,1246,No,0
Centre County,27,4,42,4204000027,PA,2020,3,12,"December, 2020",1,73800,70400,3300,4.5,,,20200312,3202012,1247,No,0
Chester County,29,4,42,4204000029,PA,2020,3,12,"December, 2020",1,278600,265100,13500,4.8,,,20200312,3202012,1248,No,0
Clarion County,31,4,42,4204000031,PA,2020,3,12,"December, 2020",1,16900,15800,1100,6.6,,,20200312,3202012,1249,No,0
Clearfield County,33,4,42,4204000033,PA,2020,3,12,"December, 2020",1,35100,32700,2500,7,,,20200312,3202012,1250,No,0
Clinton County,35,4,42,4204000035,PA,2020,3,12,"December, 2020",1,17600,16300,1200,7,,,20200312,3202012,1251,No,0
Columbia County,37,4,42,4204000037,PA,2020,3,12,"December, 2020",1,33100,31000,2000,6.1,,,20200312,3202012,1252,No,0
Crawford County,39,4,42,4204000039,PA,2020,3,12,"December, 2020",1,38100,35300,2800,7.4,,,20200312,3202012,1253,No,0
Cumberland County,41,4,42,4204000041,PA,2020,3,12,"December, 2020",1,130000,123300,6800,5.2,,,20200312,3202012,1254,No,0
Dauphin County,43,4,42,4204000043,PA,2020,3,12,"December, 2020",1,142900,132700,10100,7.1,,,20200312,3202012,1255,No,0
Delaware County,45,4,42,4204000045,PA,2020,3,12,"December, 2020",1,289900,269000,20900,7.2,,,20200312,3202012,1256,No,0
Elk County,47,4,42,4204000047,PA,2020,3,12,"December, 2020",1,14700,13600,1100,7.6,,,20200312,3202012,1257,No,0
Erie County,49,4,42,4204000049,PA,2020,3,12,"December, 2020",1,125600,116000,9600,7.6,,,20200312,3202012,1258,No,0
Fayette County,51,4,42,4204000051,PA,2020,3,12,"December, 2020",1,54900,49800,5100,9.4,,,20200312,3202012,1259,No,0
Forest County,53,4,42,4204000053,PA,2020,3,12,"December, 2020",1,1800,1600,100,8.2,,,20200312,3202012,1260,No,0
Franklin County,55,4,42,4204000055,PA,2020,3,12,"December, 2020",1,77100,72900,4200,5.5,,,20200312,3202012,1261,No,0
Fulton County,57,4,42,4204000057,PA,2020,3,12,"December, 2020",1,7700,7200,500,6.5,,,20200312,3202012,1262,No,0
Greene County,59,4,42,4204000059,PA,2020,3,12,"December, 2020",1,15700,14500,1300,8,,,20200312,3202012,1263,No,0
Huntingdon County,61,4,42,4204000061,PA,2020,3,12,"December, 2020",1,19600,18000,1600,8,,,20200312,3202012,1264,No,0
Indiana County,63,4,42,4204000063,PA,2020,3,12,"December, 2020",1,36900,34200,2700,7.4,,,20200312,3202012,1265,No,0
Jefferson County,65,4,42,4204000065,PA,2020,3,12,"December, 2020",1,19800,18500,1300,6.8,,,20200312,3202012,1266,No,0
Juniata County,67,4,42,4204000067,PA,2020,3,12,"December, 2020",1,12700,12000,700,5.7,,,20200312,3202012,1267,No,0
Lackawanna County,69,4,42,4204000069,PA,2020,3,12,"December, 2020",1,102400,94600,7800,7.6,,,20200312,3202012,1268,No,0
Lancaster County,71,4,42,4204000071,PA,2020,3,12,"December, 2020",1,280000,266300,13700,4.9,,,20200312,3202012,1269,No,0
Lawrence County,73,4,42,4204000073,PA,2020,3,12,"December, 2020",1,39700,36300,3400,8.5,,,20200312,3202012,1270,No,0
Lebanon County,75,4,42,4204000075,PA,2020,3,12,"December, 2020",1,71600,67100,4500,6.3,,,20200312,3202012,1271,No,0
Lehigh County,77,4,42,4204000077,PA,2020,3,12,"December, 2020",1,190900,176800,14100,7.4,,,20200312,3202012,1272,No,0
Luzerne County,79,4,42,4204000079,PA,2020,3,12,"December, 2020",1,155200,141400,13800,8.9,,,20200312,3202012,1273,No,0
Lycoming County,81,4,42,4204000081,PA,2020,3,12,"December, 2020",1,55300,51500,3800,6.9,,,20200312,3202012,1274,No,0
McKean County,83,4,42,4204000083,PA,2020,3,12,"December, 2020",1,16800,15600,1300,7.6,,,20200312,3202012,1275,No,0
Mercer County,85,4,42,4204000085,PA,2020,3,12,"December, 2020",1,47600,43700,3900,8.2,,,20200312,3202012,1276,No,0
Mifflin County,87,4,42,4204000087,PA,2020,3,12,"December, 2020",1,21400,19800,1600,7.3,,,20200312,3202012,1277,No,0
Monroe County,89,4,42,4204000089,PA,2020,3,12,"December, 2020",1,79300,72900,6500,8.1,,,20200312,3202012,1278,No,0
Montgomery County,91,4,42,4204000091,PA,2020,3,12,"December, 2020",1,439700,414500,25200,5.7,,,20200312,3202012,1279,No,0
Montour County,93,4,42,4204000093,PA,2020,3,12,"December, 2020",1,9100,8600,500,5.3,,,20200312,3202012,1280,No,0
Northampton County,95,4,42,4204000095,PA,2020,3,12,"December, 2020",1,158300,147800,10600,6.7,,,20200312,3202012,1281,No,0
Northumberland County,97,4,42,4204000097,PA,2020,3,12,"December, 2020",1,42100,39000,3100,7.3,,,20200312,3202012,1282,No,0
Perry County,99,4,42,4204000099,PA,2020,3,12,"December, 2020",1,24000,22800,1200,4.9,,,20200312,3202012,1283,No,0
Philadelphia County,101,4,42,4204000101,PA,2020,3,12,"December, 2020",1,697500,623100,74400,10.7,,,20200312,3202012,1284,No,0
Pike County,103,4,42,4204000103,PA,2020,3,12,"December, 2020",1,23900,22000,1900,7.8,,,20200312,3202012,1285,No,0
Potter County,105,4,42,4204000105,PA,2020,3,12,"December, 2020",1,7200,6700,500,7.3,,,20200312,3202012,1286,No,0
Schuylkill County,107,4,42,4204000107,PA,2020,3,12,"December, 2020",1,65500,60700,4800,7.3,,,20200312,3202012,1287,No,0
Snyder County,109,4,42,4204000109,PA,2020,3,12,"December, 2020",1,19500,18400,1100,5.5,,,20200312,3202012,1288,No,0
Somerset County,111,4,42,4204000111,PA,2020,3,12,"December, 2020",1,32500,30100,2400,7.2,,,20200312,3202012,1289,No,0
Sullivan County,113,4,42,4204000113,PA,2020,3,12,"December, 2020",1,2700,2500,200,6.4,,,20200312,3202012,1290,No,0
Susquehanna County,115,4,42,4204000115,PA,2020,3,12,"December, 2020",1,19800,18700,1100,5.5,,,20200312,3202012,1291,No,0
Tioga County,117,4,42,4204000117,PA,2020,3,12,"December, 2020",1,18700,17300,1300,7.2,,,20200312,3202012,1292,No,0
Union County,119,4,42,4204000119,PA,2020,3,12,"December, 2020",1,19200,18200,1000,5.4,,,20200312,3202012,1293,No,0
Venango County,121,4,42,4204000121,PA,2020,3,12,"December, 2020",1,22000,20300,1700,7.7,,,20200312,3202012,1294,No,0
Warren County,123,4,42,4204000123,PA,2020,3,12,"December, 2020",1,18900,17600,1300,6.8,,,20200312,3202012,1295,No,0
Washington County,125,4,42,4204000125,PA,2020,3,12,"December, 2020",1,103200,95400,7800,7.6,,,20200312,3202012,1296,No,0
Wayne County,127,4,42,4204000127,PA,2020,3,12,"December, 2020",1,22200,20800,1500,6.6,,,20200312,3202012,1297,No,0
Westmoreland County,129,4,42,4204000129,PA,2020,3,12,"December, 2020",1,173300,160700,12600,7.3,,,20200312,3202012,1298,No,0
Wyoming County,131,4,42,4204000131,PA,2020,3,12,"December, 2020",1,13100,12300,900,6.7,,,20200312,3202012,1299,No,0
York County,133,4,42,4204000133,PA,2020,3,12,"December, 2020",1,231300,219000,12300,5.3,,,20200312,3202012,1300,No,0
Berks County WDA,1,15,42,4215000001,PA,2020,3,12,"December, 2020",1,206400,192500,13900,6.7,,,20200312,3202012,1301,No,0
Bucks County WDA,2,15,42,4215000002,PA,2020,3,12,"December, 2020",1,332000,311900,20100,6.1,,,20200312,3202012,1302,No,0
Central WDA,3,15,42,4215000003,PA,2020,3,12,"December, 2020",1,290600,272700,18000,6.2,,,20200312,3202012,1303,No,0
Chester County WDA,4,15,42,4215000004,PA,2020,3,12,"December, 2020",1,278600,265100,13500,4.8,,,20200312,3202012,1304,No,0
Delaware County WDA,5,15,42,4215000005,PA,2020,3,12,"December, 2020",1,289900,269000,20900,7.2,,,20200312,3202012,1305,No,0
Lackawanna County WDA,6,15,42,4215000006,PA,2020,3,12,"December, 2020",1,102400,94600,7800,7.6,,,20200312,3202012,1306,No,0
Lancaster County WDA,7,15,42,4215000007,PA,2020,3,12,"December, 2020",1,280000,266300,13700,4.9,,,20200312,3202012,1307,No,0
Lehigh Valley WDA,8,15,42,4215000008,PA,2020,3,12,"December, 2020",1,348900,324600,24300,7,,,20200312,3202012,1308,No,0
Luzerne-Schuylkill Counties WDA,9,15,42,4215000009,PA,2020,3,12,"December, 2020",1,220800,202000,18700,8.5,,,20200312,3202012,1309,No,0
Montgomery County WDA,10,15,42,4215000010,PA,2020,3,12,"December, 2020",1,439700,414500,25200,5.7,,,20200312,3202012,1310,No,0
North Central WDA,11,15,42,4215000011,PA,2020,3,12,"December, 2020",1,81100,75400,5700,7.1,,,20200312,3202012,1311,No,0
Northern Tier WDA,12,15,42,4215000012,PA,2020,3,12,"December, 2020",1,82500,77300,5200,6.3,,,20200312,3202012,1312,No,0
Northwest WDA,13,15,42,4215000013,PA,2020,3,12,"December, 2020",1,222800,205300,17600,7.9,,,20200312,3202012,1313,No,0
Philadelphia County WDA,14,15,42,4215000014,PA,2020,3,12,"December, 2020",1,697500,623100,74400,10.7,,,20200312,3202012,1314,No,0
Pocono Counties WDA,15,15,42,4215000015,PA,2020,3,12,"December, 2020",1,157000,144300,12700,8.1,,,20200312,3202012,1315,No,0
South Central WDA,16,15,42,4215000016,PA,2020,3,12,"December, 2020",1,744400,700200,44200,5.9,,,20200312,3202012,1316,No,0
Southern Alleghenies WDA,17,15,42,4215000017,PA,2020,3,12,"December, 2020",1,196600,182400,14200,7.2,,,20200312,3202012,1317,No,0
Southwest Corner WDA,18,15,42,4215000018,PA,2020,3,12,"December, 2020",1,200300,184200,16100,8,,,20200312,3202012,1318,No,0
Three Rivers WDA,19,15,42,4215000019,PA,2020,3,12,"December, 2020",1,623800,579000,44800,7.2,,,20200312,3202012,1319,No,0
Tri-County WDA,20,15,42,4215000020,PA,2020,3,12,"December, 2020",1,163500,152400,11100,6.8,,,20200312,3202012,1320,No,0
West Central WDA,21,15,42,4215000021,PA,2020,3,12,"December, 2020",1,87200,80000,7300,8.3,,,20200312,3202012,1321,No,0
Westmoreland and Fayette Counties WDA,22,15,42,4215000022,PA,2020,3,12,"December, 2020",1,228200,210400,17700,7.8,,,20200312,3202012,1322,No,0
"Allentown-Bethlehem-Easton, PA-NJ MSA",10900,31,42,4231010900,PA,2020,3,12,"December, 2020",1,436700,406100,30600,7,,,20200312,3202012,1323,No,0
"Altoona, PA MSA",11020,31,42,4231011020,PA,2020,3,12,"December, 2020",1,58800,55200,3600,6.1,,,20200312,3202012,1324,No,0
"Bloomsburg-Berwick, PA MSA",14100,31,42,4231014100,PA,2020,3,12,"December, 2020",1,42200,39800,2300,5.5,,,20200312,3202012,1325,No,0
"Chambersburg-Waynesboro, PA MSA",16540,31,42,4231016540,PA,2020,3,12,"December, 2020",1,77100,72900,4200,5.5,,,20200312,3202012,1326,No,0
"East Stroudsburg, PA MSA",20700,31,42,4231020700,PA,2020,3,12,"December, 2020",1,79300,72900,6500,8.1,,,20200312,3202012,1327,No,0
"Erie, PA MSA",21500,31,42,4231021500,PA,2020,3,12,"December, 2020",1,125600,116000,9600,7.6,,,20200312,3202012,1328,No,0
"Gettysburg, PA MSA",23900,31,42,4231023900,PA,2020,3,12,"December, 2020",1,54500,52000,2500,4.5,,,20200312,3202012,1329,No,0
"Harrisburg-Carlisle, PA MSA",25420,31,42,4231025420,PA,2020,3,12,"December, 2020",1,296900,280100,16700,5.6,,,20200312,3202012,1330,No,0
"Johnstown, PA MSA",27780,31,42,4231027780,PA,2020,3,12,"December, 2020",1,55100,51200,3900,7.1,,,20200312,3202012,1331,No,0
"Lancaster, PA MSA",29540,31,42,4231029540,PA,2020,3,12,"December, 2020",1,280000,266300,13700,4.9,,,20200312,3202012,1332,No,0
"Lebanon, PA MSA",30140,31,42,4231030140,PA,2020,3,12,"December, 2020",1,71600,67100,4500,6.3,,,20200312,3202012,1333,No,0
"Montgomery-Bucks-Chester, PA Metro Division",33874,31,42,4231033874,PA,2020,3,12,"December, 2020",1,1048300,991300,57000,5.4,,,20200312,3202012,1334,No,0
"Philadelphia, PA Metro Division",37964,31,42,4231037964,PA,2020,3,12,"December, 2020",1,984400,888100,96200,9.8,,,20200312,3202012,1335,No,0
"Philadelphia, PA MSA - PA Part",37965,31,42,4231037965,PA,2020,3,12,"December, 2020",1,2039800,1886000,153900,7.5,,,20200312,3202012,1336,No,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",37980,31,42,4231037980,PA,2020,3,12,"December, 2020",1,3089700,2852500,237200,7.7,,,20200312,3202012,1337,No,0
"Pittsburgh, PA MSA",38300,31,42,4231038300,PA,2020,3,12,"December, 2020",1,1172400,1085900,86500,7.4,,,20200312,3202012,1338,No,0
"Reading, PA MSA",39740,31,42,4231039740,PA,2020,3,12,"December, 2020",1,206400,192500,13900,6.7,,,20200312,3202012,1339,No,0
"Scranton--Wilkes-Barre--Hazleton, PA MSA",42540,31,42,4231042540,PA,2020,3,12,"December, 2020",1,270200,249500,20800,7.7,,,20200312,3202012,1340,No,0
"State College, PA MSA",44300,31,42,4231044300,PA,2020,3,12,"December, 2020",1,73800,70400,3300,4.5,,,20200312,3202012,1341,No,0
"Williamsport, PA MSA",48700,31,42,4231048700,PA,2020,3,12,"December, 2020",1,55300,51500,3800,6.9,,,20200312,3202012,1342,No,0
"York-Hanover, PA MSA",49620,31,42,4231049620,PA,2020,3,12,"December, 2020",1,231300,219000,12300,5.3,,,20200312,3202012,1343,No,0
