Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Cambria,06/03/2020,0,0.6,63,130192,0,0.4,48.4,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Bucks,12/26/2020,205,331,28862,628270,32.6,52.7,4593.9,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Luzerne,08/08/2020,10,17.1,3480,317417,3.2,5.4,1096.3,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Potter,03/14/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Fulton,04/10/2020,0,0.1,1,14530,0,1,6.9,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Sullivan,05/14/2021,4,1.4,428,6066,65.9,23.6,7055.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Lackawanna,05/22/2021,4,21,18331,209674,1.9,10,8742.6,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
York,06/13/2021,2,15.9,46857,449058,0.4,3.5,10434.5,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Forest,11/07/2020,1,0.3,22,7247,13.8,3.9,303.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Lackawanna,07/09/2021,7,2.9,18585,209674,3.3,1.4,8863.8,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Lebanon,07/21/2020,9,6.1,1524,141793,6.3,4.3,1074.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Somerset,04/15/2020,0,1,15,73447,0,1.4,20.4,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Cambria,06/01/2020,3,0.6,63,130192,2.3,0.4,48.4,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cameron,03/12/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Forest,10/29/2020,0,0.1,20,7247,0,2,276,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Cambria,07/06/2020,6,3.4,114,130192,4.6,2.6,87.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cumberland,07/25/2020,16,15.4,1132,253370,6.3,6.1,446.8,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Greene,01/14/2021,44,28.9,2145,36233,121.4,79.6,5920,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Dauphin,03/14/2020,0,0,0,278299,0,0,0,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Delaware,01/04/2021,274,294.7,30700,566747,48.3,52,5416.9,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Forest,04/03/2020,1,0.3,2,7247,13.8,3.9,27.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Erie,10/15/2020,9,15.9,1859,269728,3.3,5.9,689.2,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lancaster,10/02/2020,54,49.3,8170,545724,9.9,9,1497.1,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Dauphin,03/06/2021,48,60,21017,278299,17.2,21.6,7551.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Pike,06/16/2021,2,1.6,4022,55809,3.6,2.8,7206.7,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Armstrong,01/03/2021,21,55.7,3674,64735,32.4,86.1,5675.4,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Bucks,06/27/2020,12,22,5715,628270,1.9,3.5,909.6,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Schuylkill,03/18/2020,0,0,0,141359,0,0,0,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Elk,05/09/2020,0,0,5,29910,0,0,16.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Snyder,03/19/2020,0,0,0,40372,0,0,0,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Philadelphia,07/02/2020,161,118,22090,1584064,10.2,7.4,1394.5,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Lycoming,04/08/2021,37,40.7,10614,113299,32.7,35.9,9368.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Indiana,06/29/2020,4,1.4,110,84073,4.8,1.7,130.8,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Indiana,05/17/2020,1,1.3,86,84073,1.2,1.5,102.3,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Lebanon,05/04/2020,9,18.6,766,141793,6.3,13.1,540.2,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Beaver,11/20/2020,96,66.1,3251,163929,58.6,40.3,1983.2,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
York,12/16/2020,279,422.4,18638,449058,62.1,94.1,4150.5,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Beaver,10/11/2020,11,11,2054,163929,6.7,6.7,1253,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Forest,10/31/2020,0,0,20,7247,0,0,276,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Greene,02/07/2021,5,7.9,2473,36233,13.8,21.7,6825.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Cameron,01/15/2021,5,4.1,214,4447,112.4,93.2,4812.2,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Susquehanna,06/12/2021,1,1.4,2647,40328,2.5,3.5,6563.7,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Greene,01/10/2021,19,33.3,2029,36233,52.4,91.9,5599.9,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lawrence,03/02/2020,0,,0,85512,0,,0,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Allegheny,06/17/2020,11,10.1,2142,1216045,0.9,0.8,176.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Beaver,03/25/2021,65,32.6,12970,163929,39.7,19.9,7912,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Crawford,06/05/2020,0,0.1,33,84629,0,0.2,39,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Erie,01/08/2021,195,132.6,12999,269728,72.3,49.2,4819.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Luzerne,07/16/2020,5,8.3,3068,317417,1.6,2.6,966.6,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Lebanon,06/29/2020,12,9.6,1346,141793,8.5,6.8,949.3,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lebanon,06/10/2020,14,16,1110,141793,9.9,11.3,782.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Jefferson,03/31/2020,0,0,0,43425,0,0,0,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Cameron,12/04/2020,0,0.9,32,4447,0,19.3,719.6,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Chester,06/01/2021,18,20,40570,524989,3.4,3.8,7727.8,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Erie,12/21/2020,271,214.6,10399,269728,100.5,79.6,3855.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
York,07/22/2021,16,16.3,47287,449058,3.6,3.6,10530.3,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Elk,09/26/2020,0,0.6,76,29910,0,1.9,254.1,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Lackawanna,04/18/2021,26,80.6,16979,209674,12.4,38.4,8097.8,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Crawford,05/07/2020,0,0.1,23,84629,0,0.2,27.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lycoming,06/07/2021,4,4.9,11902,113299,3.5,4.3,10504.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Clearfield,03/23/2021,32,29.4,6947,79255,40.4,37.1,8765.4,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
York,11/18/2020,130,160.1,8906,449058,28.9,35.7,1983.3,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lancaster,11/12/2020,243,163.6,11724,545724,44.5,30,2148.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Allegheny,07/18/2020,148,188.4,6300,1216045,12.2,15.5,518.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lebanon,10/14/2020,34,30.3,2466,141793,24,21.4,1739.2,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Bucks,07/04/2020,34,22.3,5871,628270,5.4,3.5,934.5,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Washington,03/07/2020,0,,0,206865,0,,0,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Allegheny,10/19/2020,108,118.7,14278,1216045,8.9,9.8,1174.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Crawford,05/03/2020,0,0.1,22,84629,0,0.2,26,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Cambria,08/04/2020,32,10.7,326,130192,24.6,8.2,250.4,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Erie,10/06/2020,23,17.1,1714,269728,8.5,6.4,635.5,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Mifflin,09/09/2020,1,1.9,183,46138,2.2,4,396.6,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Pike,04/15/2021,22,21.7,3519,55809,39.4,38.9,6305.4,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Bucks,06/09/2020,30,28,5352,628270,4.8,4.5,851.9,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Adams,03/11/2020,0,0,0,103009,0,0,0,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Bucks,11/03/2020,90,87.3,10680,628270,14.3,13.9,1699.9,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Beaver,05/23/2021,7,19.3,15335,163929,4.3,11.8,9354.7,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Dauphin,03/29/2021,115,71,22339,278299,41.3,25.5,8027,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Monroe,02/13/2021,36,43.9,9213,170271,21.1,25.8,5410.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Schuylkill,10/10/2020,18,20.9,1427,141359,12.7,14.8,1009.5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Tioga,04/23/2020,0,0,14,40591,0,0,34.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Pike,05/10/2021,10,11.6,3872,55809,17.9,20.7,6937.9,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
McKean,03/18/2020,0,0,0,40625,0,0,0,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Tioga,03/18/2020,0,0,0,40591,0,0,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lycoming,07/16/2020,3,3.4,263,113299,2.6,3,232.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lycoming,06/28/2020,3,1,179,113299,2.6,0.9,158,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Butler,09/25/2020,12,8.6,1061,187853,6.4,4.6,564.8,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Cumberland,10/16/2020,15,20.3,2222,253370,5.9,8,877,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Adams,12/31/2020,96,87.3,4709,103009,93.2,84.7,4571.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Tioga,05/04/2020,0,0.3,16,40591,0,0.7,39.4,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lehigh,06/20/2021,6,5.1,39803,369318,1.6,1.4,10777.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Elk,10/22/2020,9,6.1,148,29910,30.1,20.5,494.8,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Somerset,07/10/2020,3,1.9,79,73447,4.1,2.5,107.6,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lancaster,09/29/2020,53,42.3,8006,545724,9.7,7.7,1467,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Schuylkill,04/07/2020,18,12.7,139,141359,12.7,9,98.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Lehigh,05/18/2021,28,38.9,39230,369318,7.6,10.5,10622.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lebanon,12/30/2020,121,104.9,8870,141793,85.3,74,6255.6,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Potter,04/18/2020,0,0,4,16526,0,0,24.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Philadelphia,04/20/2020,244,310.1,9236,1584064,15.4,19.6,583.1,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
York,05/05/2021,98,122.9,45034,449058,21.8,27.4,10028.5,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Beaver,06/29/2021,2,2,15549,163929,1.2,1.2,9485.2,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Pike,05/08/2021,8,12.3,3861,55809,14.3,22,6918.2,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Lehigh,07/09/2020,19,14.4,4408,369318,5.1,3.9,1193.6,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
York,02/07/2021,149,168.7,33542,449058,33.2,37.6,7469.4,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Beaver,04/02/2021,53,49.1,13365,163929,32.3,30,8152.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Cambria,06/24/2020,1,0.6,71,130192,0.8,0.4,54.5,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Lebanon,01/08/2021,203,125.6,9977,141793,143.2,88.6,7036.3,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Cambria,06/04/2020,0,0.6,63,130192,0,0.4,48.4,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Bucks,06/12/2020,25,24.6,5432,628270,4,3.9,864.6,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Bradford,12/19/2020,40,42.6,2841,60323,66.3,70.6,4709.6,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Luzerne,06/07/2020,1,7.7,2803,317417,0.3,2.4,883.1,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Jefferson,03/24/2020,0,0,0,43425,0,0,0,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Bucks,08/02/2020,29,43.6,7003,628270,4.6,6.9,1114.6,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Lebanon,06/17/2021,0,3,16173,141793,0,2.1,11406.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Dauphin,12/08/2020,158,221.7,9712,278299,56.8,79.7,3489.8,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Cambria,08/10/2020,6,9.9,363,130192,4.6,7.6,278.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cameron,08/08/2020,1,0.1,7,4447,22.5,3.2,157.4,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Allegheny,09/16/2020,91,80.1,11521,1216045,7.5,6.6,947.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Dauphin,03/18/2021,48,44.6,21624,278299,17.2,16,7770.1,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Luzerne,06/16/2020,2,5,2853,317417,0.6,1.6,898.8,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Erie,04/01/2021,47,41.6,18759,269728,17.4,15.4,6954.8,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Somerset,07/11/2020,5,2.6,84,73447,6.8,3.5,114.4,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Schuylkill,09/19/2020,4,4.3,1088,141359,2.8,3,769.7,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Beaver,02/07/2021,16,39.9,11291,163929,9.8,24.3,6887.7,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Forest,05/10/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Lehigh,05/09/2021,25,65.1,38830,369318,6.8,17.6,10514,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Adams,12/03/2020,109,60.4,2365,103009,105.8,58.7,2295.9,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Bucks,04/10/2020,97,85.4,1120,628270,15.4,13.6,178.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Erie,09/06/2020,4,6.7,1416,269728,1.5,2.5,525,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Bradford,05/14/2020,1,0.7,43,60323,1.7,1.2,71.3,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lancaster,06/01/2020,30,32.3,3225,545724,5.5,5.9,591,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lycoming,03/01/2020,0,,0,113299,0,,0,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Forest,12/27/2020,2,10,297,7247,27.6,138,4098.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Crawford,05/09/2020,0,0.1,23,84629,0,0.2,27.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Snyder,01/26/2021,38,16,2592,40372,94.1,39.6,6420.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Cumberland,10/03/2020,8,17,1984,253370,3.2,6.7,783,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Forest,11/25/2020,4,4.6,63,7247,55.2,63.1,869.3,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Tioga,04/25/2020,0,0,14,40591,0,0,34.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Greene,04/11/2020,0,1.7,24,36233,0,4.7,66.2,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Dauphin,03/04/2020,0,,0,278299,0,,0,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Snyder,01/21/2021,17,20,2512,40372,42.1,49.5,6222.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Cameron,06/13/2021,0,0.6,307,4447,0,12.8,6903.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cameron,04/07/2020,0,0,1,4447,0,0,22.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Lehigh,05/13/2020,56,40.6,3376,369318,15.2,11,914.1,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Beaver,09/17/2020,9,9.3,1826,163929,5.5,5.7,1113.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Monroe,01/22/2021,73,66.6,8132,170271,42.9,39.1,4775.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Snyder,12/25/2020,16,22.9,1856,40372,39.6,56.6,4597.2,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lebanon,06/07/2021,5,5.3,16142,141793,3.5,3.7,11384.2,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Erie,07/26/2020,11,11.4,872,269728,4.1,4.2,323.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Bucks,07/21/2020,42,46.3,6500,628270,6.7,7.4,1034.6,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Montgomery,04/13/2021,318,310.3,63593,830915,38.3,37.3,7653.4,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Snyder,03/21/2021,3,5.7,3242,40372,7.4,14.2,8030.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Fayette,03/13/2020,0,0,0,129274,0,0,0,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Montgomery,04/18/2021,206,318.4,65008,830915,24.8,38.3,7823.7,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Snyder,02/04/2021,176,36.6,2889,40372,435.9,90.6,7155.9,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lawrence,03/16/2020,0,0,0,85512,0,0,0,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Bradford,05/20/2021,14,13.4,5997,60323,23.2,22.3,9941.5,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Delaware,12/26/2020,199,250.1,28062,566747,35.1,44.1,4951.4,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
McKean,05/13/2020,0,0.3,11,40625,0,0.7,27.1,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lehigh,04/15/2020,62,75.9,2002,369318,16.8,20.5,542.1,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lackawanna,01/11/2021,142,149.7,10579,209674,67.7,71.4,5045.5,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Indiana,09/30/2020,4,8,750,84073,4.8,9.5,892.1,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Bucks,03/14/2020,1,0.6,4,628270,0.2,0.1,0.6,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Chester,04/07/2021,187,179.3,35419,524989,35.6,34.2,6746.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Bedford,07/21/2021,1,0.6,4745,47888,2.1,1.2,9908.5,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Lebanon,11/24/2020,73,92.3,4947,141793,51.5,65.1,3488.9,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Luzerne,07/10/2020,11,7.3,3021,317417,3.5,2.3,951.7,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
York,09/07/2020,27,55.3,3860,449058,6,12.3,859.6,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Somerset,03/15/2020,0,0,0,73447,0,0,0,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Juniata,06/03/2021,0,0.7,2134,24763,0,2.9,8617.7,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Forest,09/13/2020,0,0,14,7247,0,0,193.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Snyder,10/26/2020,8,4.6,501,40372,19.8,11.3,1241,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Chester,04/19/2021,190,181.7,37592,524989,36.2,34.6,7160.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Butler,03/07/2020,0,,0,187853,0,,0,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Bradford,04/06/2020,3,0.9,14,60323,5,1.4,23.2,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Susquehanna,08/12/2020,1,1,220,40328,2.5,2.5,545.5,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Clearfield,03/28/2021,50,36.6,7130,79255,63.1,46.1,8996.3,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Wyoming,03/30/2020,0,0,0,26794,0,0,0,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Philadelphia,05/17/2020,206,189.1,16334,1584064,13,11.9,1031.1,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Dauphin,01/21/2021,102,116.4,17050,278299,36.7,41.8,6126.5,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Somerset,04/14/2020,1,1,15,73447,1.4,1.4,20.4,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Lackawanna,01/17/2021,101,131.4,11357,209674,48.2,62.7,5416.5,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Somerset,09/05/2020,1,2.7,191,73447,1.4,3.7,260.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Tioga,06/21/2020,1,0.4,24,40591,2.5,1.1,59.1,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Elk,10/23/2020,10,7,158,29910,33.4,23.4,528.3,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Bradford,05/01/2021,15,17.3,5691,60323,24.9,28.7,9434.2,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lancaster,03/10/2020,0,0,0,545724,0,0,0,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Montgomery,04/09/2021,307,289.7,62361,830915,36.9,34.9,7505.1,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
York,03/18/2020,0,0.3,2,449058,0,0.1,0.4,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
York,09/20/2020,30,44.1,4548,449058,6.7,9.8,1012.8,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Forest,04/07/2020,0,1,7,7247,0,13.8,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Susquehanna,07/04/2021,0,0.1,2657,40328,0,0.4,6588.5,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Blair,03/08/2020,0,0,0,121829,0,0,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Bedford,03/16/2020,0,0,0,47888,0,0,0,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Tioga,06/29/2020,0,0.4,27,40591,0,1.1,66.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Pike,07/08/2021,3,1,4045,55809,5.4,1.8,7247.9,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Pike,06/15/2021,3,1.6,4020,55809,5.4,2.8,7203.1,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Luzerne,04/16/2020,50,47.3,1667,317417,15.8,14.9,525.2,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Clarion,03/29/2021,3,6.9,2840,38438,7.8,17.8,7388.5,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Beaver,09/09/2020,12,10.7,1736,163929,7.3,6.5,1059,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Lancaster,03/05/2020,0,,0,545724,0,,0,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Forest,03/13/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Forest,06/11/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Union,11/09/2020,15,15.6,889,44923,33.4,34.7,1978.9,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
